System,agree,opt_status,diverged,name,abs_err,rel_err,obj_val,PMM_iter,SSN_iter,PMM_tol_achieved,SSN_tol_achieved,solving_time_sec
S,1,0,0,HS51,0.00035542,4.00167e+11,-0.00035542,5,6,7.79613e-05,2.69888e-06,0.0029881
S,1,0,0,HS52,0.00140266,0.000263329,5.32524,9,10,9.99009e-05,2.35479e-06,0.0031796
S,1,0,0,HS53,0.000503035,0.000122901,4.09252,8,9,5.19168e-05,1.02705e-06,0.0037113
K,1,0,0,HS76,3.91406e-05,8.36012e-06,-4.68178,4,118,1.5213e-05,8.38548e-06,0.0104056
S,1,0,0,HUES-MOD,227.334,6.52796e-06,3.48245e+07,8,22,4.38264e-05,8.78697e-06,0.526973
S,1,1,0,HUESTIS,2.67121e+06,7.67045e-06,3.48244e+11,1000,6415,0.0014863,7.36993e-06,138.357
S,1,0,0,KSIP,5.34827e-05,9.28845e-05,0.575744,20,840,9.77996e-05,0.0137929,117.997
K,1,2,1,LASER,151.174,6.27381e-05,2.40945e+06,249,10000,73.5838,311.605,145.236
K,0,0,0,LISWET1,11.1226,0.307913,24.9998,80,3222,9.93415e-05,0.012865,217.602
S,0,0,0,LISWET10,24.4863,0.494814,24.9995,57,2301,9.96415e-05,0.00287912,93.2412
S,0,0,0,LISWET11,24.527,0.495254,24.997,57,2301,9.99706e-05,0.00288423,85.1296
S,0,0,0,LISWET12,1711.93,0.985609,24.9966,58,2341,9.93231e-05,0.00298185,91.8553
S,1,0,0,LISWET2,0.0030393,0.000121581,24.995,57,2301,9.97069e-05,0.00288021,101.145
S,1,0,0,LISWET3,0.00289837,0.000115929,24.9983,57,2301,9.97049e-05,0.00288035,101.137
S,1,0,0,LISWET4,0.00290371,0.000116148,24.9972,57,2301,9.96674e-05,0.00287949,96.1402
S,1,0,0,LISWET5,0.00290362,0.000115986,25.0313,57,2301,9.96565e-05,0.00287819,97.3335
S,1,0,0,LISWET6,0.00294516,0.000117827,24.9928,57,2301,9.97071e-05,0.00288023,100.112
S,0,0,0,LISWET7,473.841,0.949884,24.9999,57,2301,9.97177e-05,0.00288052,96.0476
S,0,0,0,LISWET8,7119.7,0.996501,24.9999,57,2301,9.9707e-05,0.00288023,86.1792
