System,agree,opt_status,diverged,name,abs_err,rel_err,obj_val,PMM_iter,SSN_iter,PMM_tol_achieved,SSN_tol_achieved,solving_time_sec
K,1,3,0,S268,0.00036964,644.975,-0.000369067,43,351,0.000317725,5.92686e-07,0.0613061

K,1,0,0,S268,0.000120758,210.708,-0.000120185,22,131,9.9343e-05,5.47628e-07,0.0312374

K,1,0,0,S268,8.18422e-05,142.804,-8.12691e-05,20,175,6.67756e-05,5.9958e-07,0.030657


K,1,0,0,S268,9.73212e-05,169.813,-9.67481e-05,18,140,7.95964e-05,2.33787e-08,0.0312878

K,0,2,1,PRIMALC1,4713.07,0.765699,-10868.3,1208,50023,209.251,9.47872e-10,45.7148




K,1,0,0,PRIMALC1,7.80389,0.00126784,-6147.45,541,48068,5.76295e-05,0.000726773,51.7353

K,1,3,0,S268,0.000683511,1192.64,-0.000682938,40,393,0.00508277,1.73332e-06,0.0532977

K,1,0,0,S268,9.73212e-05,169.813,-9.67481e-05,18,140,7.95964e-05,2.33787e-08,0.0334594

K,1,0,0,S268,7.84771e-05,136.933,-7.7904e-05,22,225,6.39447e-05,9.14784e-07,0.036898

K,1,0,0,QPCBLEND,0.00045921,0.0585537,-0.00830175,37,5553,5.92949e-05,0.000333522,4.42065


K,1,2,0,QPCBLEND,8.14194e-05,0.0103818,-0.00792396,264,50113,0.046997,0.939977,37.9146

K,1,0,0,QPCBLEND,0.000798354,0.101798,-0.00864089,67,10362,8.48897e-05,0.000616649,7.95916

K,1,3,0,S268,0.000186305,325.08,-0.000185732,41,332,0.000155095,8.22935e-07,0.0567818

K,1,3,0,S268,0.000369839,645.323,-0.000369266,40,328,0.000317672,2.44166e-06,0.0450124

K,1,3,0,S268,0.000186305,325.08,-0.000185732,41,332,0.000155095,8.22935e-07,0.065506

K,1,3,0,S268,0.000224582,391.868,-0.000224009,42,323,0.000188187,3.01564e-06,0.0448566

K,1,3,0,S268,0.000912016,1591.35,-0.000911443,38,341,0.000874278,3.08644e-06,0.0766447

K,1,3,0,S268,0.000151139,263.719,-0.000150566,38,277,0.000125046,3.51584e-06,0.0454609

K,1,3,0,S268,0.000401096,699.862,-0.000400523,36,301,0.000346431,1.2664e-06,0.0468448

K,1,3,0,S268,0.000401096,699.862,-0.000400523,36,301,0.000346431,1.2664e-06,0.0408193

K,1,3,0,S268,0.000355761,620.758,-0.000355188,36,285,0.000304881,1.07236e-06,0.0406944

K,1,3,0,S268,0.000151139,263.719,-0.000150566,38,277,0.000125046,3.51584e-06,0.0367989

K,1,3,0,S268,0.000151139,263.719,-0.000150566,38,277,0.000125046,3.51584e-06,0.0797707

K,1,3,0,S268,0.000186305,325.08,-0.000185732,41,332,0.000155095,8.22935e-07,0.0538036

K,1,3,0,S268,0.000269118,469.578,-0.000268545,40,316,0.000227204,3.29753e-06,0.0442978

K,1,0,0,S268,0.000152268,265.689,0.000152841,233,2053,1.83742e-05,0.646022,0.251048

K,1,0,0,S268,4.80772e-05,83.8887,-4.75041e-05,4,61,3.51719e-05,3.73912e-05,0.0226876

K,1,0,0,QGROW7,859.762,2.00885e-05,-4.27979e+07,352,666,2.01943e-06,7.78137e-06,5.68332

K,1,0,0,QGROW7,859.762,2.00885e-05,-4.27979e+07,352,666,2.01943e-06,7.78137e-06,5.49682


K,1,0,0,S268,5.51465e-05,96.2237,-5.45734e-05,4,66,4.28498e-05,3.415e-05,0.0191526

K,1,0,0,QGROW7,859.762,2.00885e-05,-4.27979e+07,352,666,2.01943e-06,7.78137e-06,5.51128

K,1,0,0,QPCBLEND,0.0011819,0.150704,-0.00902444,59,8875,9.90586e-05,0.00030562,7.07401

K,1,0,0,PRIMALC1,1.40574,0.000228381,-6153.85,100,4871,4.23605e-05,0.000432444,5.05626

K,1,0,0,PRIMALC8,5.27931,0.000288338,-18314.7,94,7993,8.34111e-05,0.000246162,26.3052

K,0,2,0,DUALC2,29823.7,8.39796,-26272.4,559,50048,0.116876,0.000989336,19.8736

K,0,2,0,DUALC2,29823.7,8.39796,-26272.4,559,50048,0.116876,0.000989336,19.9941

K,0,3,0,DUALC2,31030.8,8.73786,-27479.5,273,39454,0.123997,0.00109235,15.4495

K,0,2,0,DUALC2,29823.7,8.39796,-26272.4,559,50048,0.116876,0.000989336,19.5797

K,0,3,0,DUALC2,30619.6,8.62207,-27068.3,314,40996,0.121268,0.000221028,15.9064

K,0,3,0,DUALC5,9.33917,0.0218597,417.893,163,4099,0.00519628,6.05698e-08,2.88641

K,1,0,0,S268,5.26501e-05,91.8678,-5.2077e-05,12,119,3.28492e-05,4.19324e-07,0.0245124

K,1,0,0,QPCBLEND,0.00118414,0.15099,-0.00902668,59,9213,9.93664e-05,0.00030921,7.2388

K,1,0,0,QGROW7,859.762,2.00885e-05,-4.27979e+07,352,633,2.07555e-06,6.83059e-06,5.25553

K,1,0,0,PRIMALC8,6.8794,0.00037573,-18302.6,93,8070,8.50397e-05,0.00297609,26.0943

K,0,3,0,DUALC2,30619.6,8.62207,-27068.3,314,40996,0.121268,0.000221028,16.0348

