System,agree,opt_status,diverged,name,abs_err,rel_err,obj_val,PMM_iter,SSN_iter,Krylov_iter,fact,PMM_tol_achieved,SSN_tol_achieved,solving_time_sec,linesearch_fail
S,1,4,0,QETAMACR,515.212,0.00593834,86245.2,1769,17382,3346147,94,0.000980665,0.00106798,180.067,763
S,1,0,0,QFFFFF80,12.434,1.42404e-05,873160,917,7490,132582,2224,9.53856e-07,0.0001294,11.9999,40
S,0,-2,1,QFORPLAN,1e+20,1.34109e+10,1e+20,752,7334,77166,93,1e+20,1e+20,2.25494,282
S,1,0,0,QGFRDXPN,5152.14,5.11173e-08,1.00791e+11,8245,76903,339671,8106,9.99843e-07,1.5452e-05,24.9941,2380
S,1,0,0,QGROW15,1829.99,1.79952e-05,-1.01692e+08,209,1185,25273,253,8.34334e-07,6.95495e-05,1.29167,0
S,1,0,0,QGROW22,2620.79,1.75153e-05,-1.49626e+08,217,1339,45850,525,8.46712e-07,7.33869e-05,3.54212,0
S,1,0,0,QGROW7,859.708,2.00872e-05,-4.27979e+07,201,1122,20764,40,4.18991e-07,3.49269e-05,0.447623,0
K,1,0,0,QISRAEL,0.273172,1.07769e-08,2.53478e+07,95,566,0,184,2.79621e-07,2.07036e-06,0.0500667,0
S,1,0,0,QPCBLEND,4.9495e-06,0.000631109,-0.00784749,48,132,2301,24,7.63773e-07,1.13068e-08,0.00943237,0
S,1,0,0,QPCBOEI1,125.401,1.09007e-05,1.15038e+07,43,204,4329,50,7.41435e-07,6.16529e-07,0.0429117,0
K,1,0,0,QPCBOEI2,11.3555,1.38957e-06,8.17195e+06,13991,110613,0,14056,9.99272e-07,1.0053e-07,1.77889,0
S,1,0,0,QPCSTAIR,79.113,1.27511e-05,6.20431e+06,161,492,7302,132,9.00738e-07,5.44505e-07,0.245934,0
S,1,4,0,QPILOTNO,167.236,3.5367e-05,4.72842e+06,7854,62791,959568,11521,2.42253e-06,6.26866e-05,180.023,0
S,1,0,0,QPTEST,6.78719e-06,1.55247e-06,4.37188,8,9,19,1,5.95764e-07,3.32107e-07,9.7958e-05,0
S,1,0,0,QRECIPE,1.46678e-06,5.50148e-09,-266.616,26,67,814,5,5.14069e-07,7.37854e-07,0.00466704,0
K,1,0,0,QSC205,3.08948e-07,5.31391e-05,-0.00581426,29,100,0,91,8.73399e-07,1.19658e-07,0.0136715,0
S,1,0,0,QSCAGR25,255.802,1.26799e-06,2.01738e+08,51,350,4524,189,9.94764e-07,7.64775e-05,0.21259,0
S,1,0,0,QSCAGR7,88.7419,3.30314e-06,2.6866e+07,60,411,2712,83,9.65909e-07,4.56598e-06,0.0337948,0
